idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
173,1,2.660219,1.576887,1.083332,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,1.415554,0.047555,0.258927,0.075982,0.2246,1.14774,0.200871,0.075982,0.12535,0.159875,0.009369,0.858733,HighNoise,HighNoise-2-20260809-23:47:36-406846,3,HighNoise-2-20260809-23:47:36-406846|phase2|3,2,2,2,sha3,10,,,,1.502133,0.200871,0.007305,0.01065,0.09984,0.001583,0.007044,0.01024,0.097024,0.002465,104,85,43,545,1,0
174,1,2.81828,1.769681,1.048599,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,1.602638,0.049228,0.240412,0.078366,0.215864,1.319764,0.211422,0.078366,0.130731,0.203786,0.010311,0.832736,HighNoise,HighNoise-2-20260809-23:47:36-406846,4,HighNoise-2-20260809-23:47:36-406846|phase2|4,2,2,2,sha3,10,,,,1.492796,0.211422,0.007816,0.011313,0.104789,0.001693,0.007334,0.010842,0.098066,0.00507,104,85,43,545,1,0
175,1,3.091433,2.020261,1.071172,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,1.853718,0.050471,0.255479,0.078206,0.230049,1.530203,0.248416,0.078206,0.1302,0.170248,0.010131,0.841123,HighNoise,HighNoise-2-20260809-23:47:36-406846,5,HighNoise-2-20260809-23:47:36-406846|phase2|5,2,2,2,sha3,10,,,,1.496899,0.248416,0.007554,0.011553,0.105692,0.001874,0.007615,0.011142,0.097985,0.004369,104,85,43,545,1,0
176,1,2.66138,1.597007,1.064373,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,1.434833,0.047836,0.269626,0.076533,0.217321,1.158532,0.207353,0.076533,0.134609,0.199708,0.009108,0.847052,HighNoise,HighNoise-2-20260809-23:47:36-406846,6,HighNoise-2-20260809-23:47:36-406846|phase2|6,2,2,2,sha3,10,,,,1.533707,0.207353,0.007224,0.01044,0.099909,0.001493,0.007194,0.011011,0.10533,0.002295,104,85,43,545,1,0
177,1,2.652564,1.586114,1.06645,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,1.424202,0.048537,0.256803,0.076322,0.237282,1.1575,0.199888,0.076322,0.138917,0.160766,0.009268,0.829168,HighNoise,HighNoise-2-20260809-23:47:36-406846,7,HighNoise-2-20260809-23:47:36-406846|phase2|7,2,2,2,sha3,10,,,,1.484019,0.199888,0.007346,0.010511,0.099389,0.001564,0.007506,0.011914,0.107645,0.002465,104,85,43,545,1,0
178,1,2.752657,1.680013,1.072644,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,1.51817,0.047504,0.251251,0.076282,0.239077,1.252189,0.198195,0.076282,0.126121,0.195254,0.009279,0.833566,HighNoise,HighNoise-2-20260809-23:47:36-406846,8,HighNoise-2-20260809-23:47:36-406846|phase2|8,2,2,2,sha3,10,,,,1.519149,0.198195,0.007184,0.010582,0.1005,0.001543,0.007144,0.010352,0.097173,0.002616,104,85,43,545,1,0
179,1,2.674191,1.58383,1.090361,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,1.421406,0.048577,0.258522,0.076563,0.230213,1.148632,0.202574,0.076563,0.127364,0.184573,0.009298,0.860147,HighNoise,HighNoise-2-20260809-23:47:36-406846,9,HighNoise-2-20260809-23:47:36-406846|phase2|9,2,2,2,sha3,10,,,,1.533456,0.202574,0.007305,0.010642,0.103084,0.001463,0.007284,0.010792,0.097184,0.002174,104,85,43,545,1,0
180,1,2.697636,1.626655,1.070981,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,1.45373,0.05013,0.249726,0.081202,0.232185,1.166638,0.198245,0.081202,0.134579,0.186971,0.010521,0.838797,HighNoise,HighNoise-3-20260809-23:47:36-406846,0,HighNoise-3-20260809-23:47:36-406846|phase2|0,3,3,3,sha3,10,,,,1.507678,0.198245,0.007926,0.011804,0.11562,0.002125,0.007695,0.011012,0.098998,0.008086,104,85,43,545,1,0
181,1,2.678188,1.607957,1.070231,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,1.445414,0.047245,0.287174,0.076562,0.234064,1.163772,0.208917,0.076562,0.126533,0.175748,0.009419,0.836167,HighNoise,HighNoise-3-20260809-23:47:36-406846,1,HighNoise-3-20260809-23:47:36-406846|phase2|1,3,3,3,sha3,10,,,,1.533153,0.208917,0.007365,0.010371,0.10542,0.001523,0.007294,0.010291,0.097614,0.002295,104,85,43,545,1,0
182,1,2.658702,1.591516,1.067186,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,1.430684,0.047775,0.265616,0.075872,0.238633,1.15792,0.206923,0.075872,0.126012,0.164095,0.009088,0.828553,HighNoise,HighNoise-3-20260809-23:47:36-406846,2,HighNoise-3-20260809-23:47:36-406846|phase2|2,3,3,3,sha3,10,,,,1.496897,0.206923,0.007195,0.0102,0.099288,0.001403,0.007194,0.01025,0.097635,0.002144,104,85,43,545,1,0
183,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.158311,0.183196,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-3-20260809-23:47:36-406846,3,HighNoise-3-20260809-23:47:36-406846|phase2|3,3,3,3,sha3,10,,,,0.0,0.183196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
184,1,2.637051,1.581196,1.055855,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,1.419152,0.046683,0.259567,0.076483,0.217235,1.153592,0.200119,0.076483,0.125711,0.180663,0.009078,0.83862,HighNoise,HighNoise-3-20260809-23:47:36-406846,4,HighNoise-3-20260809-23:47:36-406846|phase2|4,3,3,3,sha3,10,,,,1.496085,0.200119,0.007285,0.010361,0.099589,0.001403,0.007065,0.010019,0.097675,0.002004,104,85,43,545,1,0
185,1,2.654231,1.594221,1.06001,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,1.43366,0.047665,0.294337,0.075691,0.230069,1.166498,0.202273,0.075691,0.131502,0.160983,0.009179,0.82994,HighNoise,HighNoise-3-20260809-23:47:36-406846,5,HighNoise-3-20260809-23:47:36-406846|phase2|5,3,3,3,sha3,10,,,,1.515329,0.202273,0.007174,0.01009,0.098597,0.001413,0.007195,0.010451,0.103156,0.002075,104,85,43,545,1,0
186,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.148472,0.164638,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-3-20260809-23:47:36-406846,6,HighNoise-3-20260809-23:47:36-406846|phase2|6,3,3,3,sha3,10,,,,0.0,0.164638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
187,1,2.638511,1.584851,1.05366,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,1.412037,0.046553,0.257979,0.081943,0.218715,1.149424,0.198395,0.081943,0.126523,0.189098,0.008928,0.834945,HighNoise,HighNoise-3-20260809-23:47:36-406846,7,HighNoise-3-20260809-23:47:36-406846|phase2|7,3,3,3,sha3,10,,,,1.500737,0.198395,0.007125,0.010651,0.104839,0.001393,0.007124,0.010171,0.097935,0.002184,104,85,43,545,1,0
188,1,2.63453,1.585564,1.048966,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,1.425294,0.047635,0.241023,0.075661,0.215949,1.153853,0.207033,0.075661,0.12507,0.17993,0.008948,0.833017,HighNoise,HighNoise-3-20260809-23:47:36-406846,8,HighNoise-3-20260809-23:47:36-406846|phase2|8,3,3,3,sha3,10,,,,1.469919,0.207033,0.007113,0.010071,0.098978,0.001373,0.007085,0.01029,0.097545,0.001984,104,85,43,545,1,0
189,1,2.673231,1.585874,1.087357,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,1.425334,0.046924,0.252172,0.075801,0.233682,1.158722,0.202223,0.075801,0.125491,0.175546,0.008938,0.853675,HighNoise,HighNoise-3-20260809-23:47:36-406846,9,HighNoise-3-20260809-23:47:36-406846|phase2|9,3,3,3,sha3,10,,,,1.515075,0.202223,0.007154,0.010201,0.099088,0.001353,0.007054,0.01025,0.097544,0.002024,104,85,43,545,1,0
190,1,2.690175,1.621505,1.06867,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,1.455515,0.047445,0.253513,0.077905,0.227468,1.167589,0.202023,0.077905,0.128647,0.173339,0.01018,0.841202,HighNoise,HighNoise-4-20260809-23:47:37-406846,0,HighNoise-4-20260809-23:47:37-406846|phase2|0,4,4,4,sha3,10,,,,1.495521,0.202023,0.007676,0.011764,0.11043,0.002004,0.007305,0.010302,0.094738,0.007996,104,85,43,545,1,0
191,1,2.608432,1.546125,1.062307,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,1.390755,0.045501,0.247422,0.073206,0.215673,1.123251,0.203556,0.073206,0.121192,0.159418,0.008958,0.846634,HighNoise,HighNoise-4-20260809-23:47:37-406846,1,HighNoise-4-20260809-23:47:37-406846|phase2|1,4,4,4,sha3,10,,,,1.469146,0.203556,0.007024,0.009929,0.095361,0.001373,0.007034,0.01003,0.093768,0.002164,104,85,43,545,1,0
192,1,2.625413,1.544131,1.081282,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,1.382909,0.047335,0.251234,0.075821,0.232516,1.118432,0.199889,0.075821,0.124879,0.178186,0.00958,0.848766,HighNoise,HighNoise-4-20260809-23:47:37-406846,2,HighNoise-4-20260809-23:47:37-406846|phase2|2,4,4,4,sha3,10,,,,1.510702,0.199889,0.007203,0.01016,0.098898,0.001524,0.007164,0.01017,0.097064,0.002044,104,85,43,545,1,0
193,1,2.647315,1.57367,1.073645,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,1.4132,0.046683,0.254426,0.075811,0.245948,1.146898,0.198095,0.075811,0.1255,0.195317,0.008848,0.827697,HighNoise,HighNoise-4-20260809-23:47:37-406846,3,HighNoise-4-20260809-23:47:37-406846|phase2|3,4,4,4,sha3,10,,,,1.523387,0.198095,0.008568,0.010291,0.10074,0.001332,0.007064,0.010129,0.097115,0.002054,104,85,43,545,1,0
194,1,2.668709,1.594332,1.074377,777,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,1.436867,0.047986,0.276796,0.074429,0.223333,1.149022,0.222514,0.074429,0.121513,0.164659,0.008607,0.851044,HighNoise,HighNoise-4-20260809-23:47:37-406846,4,HighNoise-4-20260809-23:47:37-406846|phase2|4,4,4,4,sha3,10,,,,1.515832,0.222514,0.007364,0.010301,0.097625,0.001332,0.007164,0.01024,0.094839,0.002104,104,85,43,545,1,0
195,1,2.571357,1.514271,1.057086,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,1.359914,0.045281,0.256425,0.072965,0.217876,1.108211,0.189829,0.072965,0.134509,0.190998,0.008427,0.83921,HighNoise,HighNoise-4-20260809-23:47:37-406846,5,HighNoise-4-20260809-23:47:37-406846|phase2|5,4,4,4,sha3,10,,,,1.504508,0.189829,0.006883,0.00981,0.09511,0.001272,0.006944,0.00974,0.093717,0.007405,104,85,43,545,1,0
196,1,2.600171,1.539471,1.0607,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,1.379783,0.045481,0.253378,0.07541,0.215548,1.120576,0.191532,0.07541,0.132695,0.16318,0.008868,0.845152,HighNoise,HighNoise-4-20260809-23:47:37-406846,6,HighNoise-4-20260809-23:47:37-406846|phase2|6,4,4,4,sha3,10,,,,1.477257,0.191532,0.008898,0.00991,0.100291,0.001332,0.006944,0.01004,0.095731,0.007455,104,85,43,545,1,0
197,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.154834,0.186262,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-4-20260809-23:47:37-406846,7,HighNoise-4-20260809-23:47:37-406846|phase2|7,4,4,4,sha3,10,,,,0.0,0.186262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
198,1,2.63929,1.582739,1.056551,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,1.420765,0.047836,0.257241,0.076523,0.214669,1.148712,0.205871,0.076523,0.126292,0.158203,0.008928,0.841882,HighNoise,HighNoise-4-20260809-23:47:37-406846,8,HighNoise-4-20260809-23:47:37-406846|phase2|8,4,4,4,sha3,10,,,,1.471995,0.205871,0.007385,0.010311,0.100521,0.001403,0.007213,0.01038,0.097685,0.002154,104,85,43,545,1,0
199,1,2.660397,1.596484,1.063913,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,1.429171,0.047896,0.251906,0.075931,0.220797,1.155034,0.204308,0.075931,0.126272,0.171399,0.015451,0.843115,HighNoise,HighNoise-4-20260809-23:47:37-406846,9,HighNoise-4-20260809-23:47:37-406846|phase2|9,4,4,4,sha3,10,,,,1.487218,0.204308,0.007255,0.010281,0.099147,0.002375,0.007184,0.01038,0.097665,0.002084,104,85,43,545,1,0
200,1,2.727886,1.672326,1.05556,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,1.499763,0.05021,0.24115,0.081031,0.215422,1.203521,0.207124,0.081031,0.133266,0.180186,0.010501,0.840138,HighNoise,HighNoise-5-20260809-23:47:38-406846,0,HighNoise-5-20260809-23:47:38-406846|phase2|0,5,5,5,sha3,10,,,,1.476895,0.207124,0.008057,0.012505,0.115129,0.002085,0.007735,0.010871,0.098216,0.008176,104,85,43,545,1,0
201,1,2.651032,1.583108,1.067924,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,1.421226,0.047315,0.240961,0.076302,0.223502,1.150245,0.203597,0.076302,0.126052,0.166102,0.009278,0.844421,HighNoise,HighNoise-5-20260809-23:47:38-406846,1,HighNoise-5-20260809-23:47:38-406846|phase2|1,5,5,5,sha3,10,,,,1.474987,0.203597,0.007364,0.010481,0.099178,0.001393,0.007275,0.010532,0.097124,0.002345,104,85,43,545,1,0
202,1,2.638247,1.573368,1.064879,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,1.412668,0.047214,0.252816,0.075871,0.222889,1.148331,0.198215,0.075871,0.131131,0.219358,0.008958,0.841989,HighNoise,HighNoise-5-20260809-23:47:38-406846,2,HighNoise-5-20260809-23:47:38-406846|phase2|2,5,5,5,sha3,10,,,,1.537052,0.198215,0.007114,0.010391,0.098766,0.001433,0.007214,0.01014,0.096923,0.002115,104,85,43,545,1,0
203,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.149263,0.184679,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-5-20260809-23:47:38-406846,3,HighNoise-5-20260809-23:47:38-406846|phase2|3,5,5,5,sha3,10,,,,0.0,0.184679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
204,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.232399,0.187234,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-5-20260809-23:47:38-406846,4,HighNoise-5-20260809-23:47:38-406846|phase2|4,5,5,5,sha3,10,,,,0.0,0.187234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
205,1,2.759902,1.683137,1.076765,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,1.516836,0.049048,0.264103,0.078296,0.232537,1.234583,0.208186,0.078296,0.129599,0.187932,0.009709,0.844228,HighNoise,HighNoise-5-20260809-23:47:38-406846,5,HighNoise-5-20260809-23:47:38-406846|phase2|5,5,5,5,sha3,10,,,,1.5288,0.208186,0.007556,0.011884,0.105791,0.001713,0.007304,0.010611,0.097965,0.00503,104,85,43,545,1,0
206,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.158783,0.202474,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-5-20260809-23:47:38-406846,6,HighNoise-5-20260809-23:47:38-406846|phase2|6,5,5,5,sha3,10,,,,0.0,0.202474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
207,1,2.699549,1.610244,1.089305,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,1.446736,0.049278,0.255303,0.076964,0.234763,1.169714,0.2055,0.076964,0.127294,0.176306,0.00958,0.854543,HighNoise,HighNoise-5-20260809-23:47:38-406846,7,HighNoise-5-20260809-23:47:38-406846|phase2|7,5,5,5,sha3,10,,,,1.520914,0.2055,0.009109,0.011063,0.102494,0.001703,0.007285,0.010861,0.098116,0.002645,104,85,43,545,1,0
208,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.153862,0.18536,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-5-20260809-23:47:38-406846,8,HighNoise-5-20260809-23:47:38-406846|phase2|8,5,5,5,sha3,10,,,,0.0,0.18536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
209,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.186548,0.177474,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-5-20260809-23:47:38-406846,9,HighNoise-5-20260809-23:47:38-406846|phase2|9,5,5,5,sha3,10,,,,0.0,0.177474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
210,1,2.859198,1.766726,1.092472,777,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,1.591385,0.05013,0.246599,0.082064,0.251098,1.284082,0.217013,0.082064,0.134458,0.181669,0.011213,0.841374,HighNoise,HighNoise-6-20260809-23:47:38-406846,0,HighNoise-6-20260809-23:47:38-406846|phase2|0,6,6,6,sha3,10,,,,1.520741,0.217013,0.008116,0.011733,0.117566,0.002114,0.007634,0.010942,0.098346,0.008647,104,85,43,545,1,0
211,1,2.640689,1.595805,1.044884,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,1.431376,0.054148,0.254137,0.077535,0.21526,1.160356,0.203646,0.077535,0.127875,0.17107,0.009359,0.829623,HighNoise,HighNoise-6-20260809-23:47:38-406846,1,HighNoise-6-20260809-23:47:38-406846|phase2|1,6,6,6,sha3,10,,,,1.470091,0.203646,0.007495,0.010792,0.100019,0.001553,0.008467,0.014309,0.098707,0.002586,104,85,43,545,1,0
212,1,2.742255,1.677015,1.06524,777,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,1.514672,0.049048,0.260794,0.076352,0.229266,1.242729,0.203837,0.076352,0.137925,0.161041,0.009639,0.835973,HighNoise,HighNoise-6-20260809-23:47:38-406846,2,HighNoise-6-20260809-23:47:38-406846|phase2|2,6,6,6,sha3,10,,,,1.487075,0.203837,0.007255,0.010511,0.10055,0.001614,0.007294,0.011593,0.108305,0.002575,104,85,43,545,1,0
213,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.156367,0.182575,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-6-20260809-23:47:38-406846,3,HighNoise-6-20260809-23:47:38-406846|phase2|3,6,6,6,sha3,10,,,,0.0,0.182575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
214,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.150024,0.1654,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-6-20260809-23:47:38-406846,4,HighNoise-6-20260809-23:47:38-406846|phase2|4,6,6,6,sha3,10,,,,0.0,0.1654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
215,1,2.654591,1.587176,1.067415,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,1.424181,0.047304,0.243022,0.076863,0.220278,1.154223,0.203967,0.076863,0.127665,0.158505,0.009269,0.847137,HighNoise,HighNoise-6-20260809-23:47:38-406846,5,HighNoise-6-20260809-23:47:38-406846|phase2|5,6,6,6,sha3,10,,,,1.468942,0.203967,0.007426,0.010892,0.10062,0.001533,0.007244,0.010301,0.097985,0.002475,104,85,43,545,1,0
216,1,2.69063,1.605704,1.084926,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,1.422167,0.047785,0.260011,0.087034,0.214753,1.156186,0.200931,0.087034,0.128857,0.169518,0.009469,0.870172,HighNoise,HighNoise-6-20260809-23:47:38-406846,6,HighNoise-6-20260809-23:47:38-406846|phase2|6,6,6,6,sha3,10,,,,1.514456,0.200931,0.007224,0.011182,0.108858,0.001503,0.007384,0.010401,0.098256,0.002495,104,85,43,545,1,0
217,1,2.669771,1.587649,1.082122,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,1.425655,0.047164,0.241143,0.076513,0.241607,1.155406,0.204628,0.076513,0.126342,0.164708,0.008968,0.840516,HighNoise,HighNoise-6-20260809-23:47:38-406846,7,HighNoise-6-20260809-23:47:38-406846|phase2|7,6,6,6,sha3,10,,,,1.487973,0.204628,0.007224,0.01027,0.099839,0.001353,0.007154,0.010331,0.097505,0.002155,104,85,43,545,1,0
218,1,2.710863,1.626967,1.083896,777,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=HighNoise,1.438611,0.048306,0.26326,0.089318,0.248712,1.166859,0.201171,0.089318,0.153827,0.192223,0.00972,0.835184,HighNoise,HighNoise-6-20260809-23:47:38-406846,8,HighNoise-6-20260809-23:47:38-406846|phase2|8,6,6,6,sha3,10,,,,1.539379,0.201171,0.007265,0.01543,0.112404,0.001633,0.009088,0.012075,0.119268,0.002905,104,85,43,545,1,0
219,1,2.850396,1.745313,1.105083,777,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=HighNoise,1.579502,0.049859,0.24913,0.077986,0.244822,1.210706,0.296712,0.077986,0.129097,0.173556,0.009839,0.860261,HighNoise,HighNoise-6-20260809-23:47:38-406846,9,HighNoise-6-20260809-23:47:38-406846|phase2|9,6,6,6,sha3,10,,,,1.527769,0.296712,0.007635,0.011885,0.103156,0.001804,0.007536,0.010952,0.098437,0.003016,104,85,43,545,1,0
220,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.165516,0.185179,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-7-20260809-23:47:39-406846,0,HighNoise-7-20260809-23:47:39-406846|phase2|0,7,7,7,sha3,10,,,,0.0,0.185179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
221,1,2.664327,1.608852,1.055475,777,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=HighNoise,1.434202,0.056162,0.246862,0.081974,0.220674,1.15288,0.199659,0.081974,0.134668,0.170226,0.010702,0.834801,HighNoise,HighNoise-7-20260809-23:47:39-406846,1,HighNoise-7-20260809-23:47:39-406846|phase2|1,7,7,7,sha3,10,,,,1.472564,0.199659,0.008446,0.012045,0.116021,0.002064,0.013808,0.010672,0.098918,0.008386,104,85,43,545,1,0
222,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.163111,0.183466,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-7-20260809-23:47:39-406846,2,HighNoise-7-20260809-23:47:39-406846|phase2|2,7,7,7,sha3,10,,,,0.0,0.183466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
223,1,2.666627,1.597176,1.069451,777,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=HighNoise,1.433721,0.047164,0.253873,0.076993,0.231484,1.153762,0.201312,0.076993,0.126432,0.170269,0.009469,0.837967,HighNoise,HighNoise-7-20260809-23:47:39-406846,3,HighNoise-7-20260809-23:47:39-406846|phase2|3,7,7,7,sha3,10,,,,1.493593,0.201312,0.007816,0.010862,0.10981,0.001543,0.007154,0.01015,0.097665,0.002284,104,85,43,545,1,0
224,0,0.0,0.0,0.0,0,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=HighNoise,0.0,0.0,0.0,0.0,0.0,1.154774,0.164799,0.0,0.0,0.0,0.0,0.0,HighNoise,HighNoise-7-20260809-23:47:39-406846,4,HighNoise-7-20260809-23:47:39-406846|phase2|4,7,7,7,sha3,10,,,,0.0,0.164799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
225,1,2.661152,1.591606,1.069546,777,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=HighNoise,1.429743,0.047605,0.241033,0.076262,0.228696,1.153692,0.211272,0.076262,0.126191,0.176896,0.009339,0.84085,HighNoise,HighNoise-7-20260809-23:47:39-406846,5,HighNoise-7-20260809-23:47:39-406846|phase2|5,7,7,7,sha3,10,,,,1.487475,0.211272,0.007364,0.01026,0.09967,0.001413,0.007203,0.01023,0.097654,0.002145,104,85,43,545,1,0
226,1,2.74024,1.648259,1.091981,777,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=HighNoise,1.466095,0.047014,0.251431,0.083056,0.251212,1.153041,0.247324,0.083056,0.178717,0.16048,0.016052,0.840769,HighNoise,HighNoise-7-20260809-23:47:39-406846,6,HighNoise-7-20260809-23:47:39-406846|phase2|6,7,7,7,sha3,10,,,,1.503892,0.247324,0.007144,0.011122,0.105852,0.002736,0.007184,0.014579,0.104498,0.002916,104,85,43,545,1,0
227,1,2.934065,1.880652,1.053413,777,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=HighNoise,1.711124,0.061873,0.246209,0.079739,0.215833,1.402158,0.222925,0.079739,0.133036,0.173082,0.01005,0.83758,HighNoise,HighNoise-7-20260809-23:47:39-406846,7,HighNoise-7-20260809-23:47:39-406846|phase2|7,7,7,7,sha3,10,,,,1.472705,0.222925,0.007615,0.012305,0.108195,0.001684,0.00964,0.011012,0.105732,0.005702,104,85,43,545,1,0
