idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
528,1,3.32053,1.509643,1.810887,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[18]; config=Swarm20,1.348711,0.046813,0.240833,0.075,0.239389,1.095165,0.188817,0.075,0.170581,0.198043,0.010932,1.571498,Swarm20,Swarm20-3-20260809-23:47:27-406518,18,Swarm20-3-20260809-23:47:27-406518|phase2|18,3,3,3,sha3,20,,,,2.249763,0.188817,0.007154,0.00996,0.098176,0.001703,0.006915,0.00999,0.096722,0.002444,104,85,43,1085,1,0
529,1,3.313483,1.509781,1.803702,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[19]; config=Swarm20,1.349021,0.046232,0.250092,0.075049,0.236936,1.092319,0.193686,0.075049,0.170741,0.170848,0.010662,1.566766,Swarm20,Swarm20-3-20260809-23:47:27-406518,19,Swarm20-3-20260809-23:47:27-406518|phase2|19,3,3,3,sha3,20,,,,2.224642,0.193686,0.006964,0.00983,0.098467,0.001693,0.006924,0.009769,0.096944,0.002545,104,85,43,1085,1,0
530,1,3.361897,1.574271,1.787626,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Swarm20,1.400364,0.050621,0.24716,0.08019,0.220193,1.119894,0.199688,0.08019,0.199007,0.158891,0.013527,1.567433,Swarm20,Swarm20-4-20260809-23:47:27-406518,0,Swarm20-4-20260809-23:47:27-406518|phase2|0,4,4,4,sha3,20,,,,2.193678,0.199688,0.008437,0.011835,0.114629,0.002565,0.007695,0.011222,0.097946,0.009639,104,85,43,1085,1,0
531,1,3.407013,1.62366,1.783353,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Swarm20,1.439673,0.049499,0.243411,0.08538,0.228279,1.168392,0.197173,0.08538,0.18017,0.173082,0.013227,1.555074,Swarm20,Swarm20-4-20260809-23:47:27-406518,1,Swarm20-4-20260809-23:47:27-406518|phase2|1,4,4,4,sha3,20,,,,2.199846,0.197173,0.007575,0.011924,0.112394,0.002285,0.007684,0.010682,0.098757,0.005682,104,85,43,1085,1,0
532,1,3.351463,1.551735,1.799728,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Swarm20,1.387137,0.047405,0.241048,0.076242,0.221243,1.119373,0.196763,0.076242,0.173907,0.173348,0.012114,1.578486,Swarm20,Swarm20-4-20260809-23:47:27-406518,2,Swarm20-4-20260809-23:47:27-406518|phase2|2,4,4,4,sha3,20,,,,2.214124,0.196763,0.007184,0.01043,0.100641,0.001884,0.007104,0.010009,0.097676,0.003026,104,85,43,1085,1,0
533,1,3.291596,1.52308,1.768516,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Swarm20,1.359522,0.046483,0.247174,0.075772,0.221018,1.097821,0.188897,0.075772,0.173215,0.186753,0.012014,1.547498,Swarm20,Swarm20-4-20260809-23:47:27-406518,3,Swarm20-4-20260809-23:47:27-406518|phase2|3,4,4,4,sha3,20,,,,2.202443,0.188897,0.007135,0.01035,0.098526,0.001964,0.007033,0.009839,0.097065,0.002806,104,85,43,1085,1,0
534,1,3.304092,1.515875,1.788217,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Swarm20,1.354262,0.046723,0.254202,0.07513,0.220578,1.092329,0.192314,0.07513,0.172274,0.16365,0.011353,1.567639,Swarm20,Swarm20-4-20260809-23:47:27-406518,4,Swarm20-4-20260809-23:47:27-406518|phase2|4,4,4,4,sha3,20,,,,2.206069,0.192314,0.007104,0.01011,0.102865,0.001884,0.007004,0.009951,0.097184,0.002535,104,85,43,1085,1,0
535,1,3.398849,1.615083,1.783766,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=Swarm20,1.450935,0.048126,0.273028,0.076212,0.214131,1.194734,0.189418,0.076212,0.18007,0.177606,0.011724,1.569635,Swarm20,Swarm20-4-20260809-23:47:27-406518,5,Swarm20-4-20260809-23:47:27-406518|phase2|5,4,4,4,sha3,20,,,,2.2344,0.189418,0.007364,0.010542,0.10027,0.001964,0.007015,0.010652,0.103737,0.003286,104,85,43,1085,1,0
536,1,3.403024,1.613469,1.789555,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=Swarm20,1.450584,0.047404,0.254837,0.075671,0.222309,1.195405,0.188076,0.075671,0.174318,0.181162,0.011543,1.567246,Swarm20,Swarm20-4-20260809-23:47:27-406518,6,Swarm20-4-20260809-23:47:27-406518|phase2|6,4,4,4,sha3,20,,,,2.225555,0.188076,0.007275,0.01029,0.10001,0.001854,0.006974,0.009961,0.097224,0.003557,104,85,43,1085,1,0
537,1,3.305492,1.528588,1.776904,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=Swarm20,1.365564,0.046843,0.260634,0.07554,0.220923,1.106448,0.193286,0.07554,0.185009,0.199632,0.011944,1.555981,Swarm20,Swarm20-4-20260809-23:47:27-406518,7,Swarm20-4-20260809-23:47:27-406518|phase2|7,4,4,4,sha3,20,,,,2.237169,0.193286,0.007114,0.01016,0.099348,0.001873,0.006893,0.012234,0.098557,0.003487,104,85,43,1085,1,0
538,1,3.310863,1.505952,1.804911,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=Swarm20,1.34362,0.052435,0.250684,0.07545,0.221449,1.093591,0.183797,0.07545,0.171532,0.161577,0.011432,1.583461,Swarm20,Swarm20-4-20260809-23:47:27-406518,8,Swarm20-4-20260809-23:47:27-406518|phase2|8,4,4,4,sha3,20,,,,2.217172,0.183797,0.007104,0.01024,0.099238,0.001824,0.007235,0.00999,0.102304,0.002695,104,85,43,1085,1,0
539,1,3.324336,1.50843,1.815906,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=Swarm20,1.347278,0.046002,0.263686,0.0751,0.220702,1.093382,0.189318,0.0751,0.171242,0.181178,0.010952,1.595204,Swarm20,Swarm20-4-20260809-23:47:27-406518,9,Swarm20-4-20260809-23:47:27-406518|phase2|9,4,4,4,sha3,20,,,,2.260769,0.189318,0.007404,0.00996,0.098416,0.001663,0.006944,0.009729,0.096903,0.002545,104,85,43,1085,1,0
540,1,3.312389,1.513821,1.798568,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[10]; config=Swarm20,1.352729,0.046643,0.263045,0.07508,0.217403,1.095335,0.193767,0.07508,0.171543,0.175601,0.010932,1.581165,Swarm20,Swarm20-4-20260809-23:47:27-406518,10,Swarm20-4-20260809-23:47:27-406518|phase2|10,4,4,4,sha3,20,,,,2.237214,0.193767,0.007054,0.01007,0.098517,0.001783,0.006934,0.00977,0.097164,0.002715,104,85,43,1085,1,0
541,1,3.307012,1.505385,1.801627,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[11]; config=Swarm20,1.3429,0.051452,0.252121,0.075571,0.225957,1.090575,0.189147,0.075571,0.170821,0.164352,0.011343,1.57567,Swarm20,Swarm20-4-20260809-23:47:27-406518,11,Swarm20-4-20260809-23:47:27-406518|phase2|11,4,4,4,sha3,20,,,,2.2181,0.189147,0.007124,0.00991,0.099208,0.001824,0.007065,0.014909,0.097084,0.002575,104,85,43,1085,1,0
542,1,3.309677,1.538308,1.771369,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[12]; config=Swarm20,1.371346,0.046523,0.246764,0.07537,0.218305,1.118422,0.188826,0.07537,0.170821,0.165453,0.016222,1.553064,Swarm20,Swarm20-4-20260809-23:47:27-406518,12,Swarm20-4-20260809-23:47:27-406518|phase2|12,4,4,4,sha3,20,,,,2.183586,0.188826,0.006994,0.01001,0.099017,0.001843,0.006934,0.00985,0.097223,0.002525,104,85,43,1085,1,0
543,1,3.297032,1.514994,1.782038,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[13]; config=Swarm20,1.353491,0.046061,0.262301,0.07504,0.225105,1.094634,0.19533,0.07504,0.181693,0.183729,0.011423,1.556933,Swarm20,Swarm20-4-20260809-23:47:27-406518,13,Swarm20-4-20260809-23:47:27-406518|phase2|13,4,4,4,sha3,20,,,,2.228068,0.19533,0.006974,0.01004,0.098236,0.002014,0.006893,0.013887,0.098617,0.003086,104,85,43,1085,1,0
544,1,3.308856,1.516795,1.792061,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[14]; config=Swarm20,1.354302,0.046873,0.286303,0.07553,0.242425,1.094704,0.195129,0.07553,0.191462,0.186922,0.011433,1.549637,Swarm20,Swarm20-4-20260809-23:47:27-406518,14,Swarm20-4-20260809-23:47:27-406518|phase2|14,4,4,4,sha3,20,,,,2.265286,0.195129,0.007095,0.00994,0.099248,0.001934,0.006963,0.009899,0.097075,0.003096,104,85,43,1085,1,0
545,1,3.307452,1.526284,1.781168,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[15]; config=Swarm20,1.363991,0.046473,0.266744,0.07544,0.230292,1.110255,0.188225,0.07544,0.178686,0.185934,0.011413,1.550876,Swarm20,Swarm20-4-20260809-23:47:27-406518,15,Swarm20-4-20260809-23:47:27-406518|phase2|15,4,4,4,sha3,20,,,,2.233846,0.188225,0.007094,0.010121,0.099669,0.001854,0.006934,0.009849,0.096973,0.002765,104,85,43,1085,1,0
546,1,3.495136,1.681616,1.81352,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[16]; config=Swarm20,1.516466,0.055251,0.256303,0.076543,0.216177,1.094804,0.333195,0.076543,0.174087,0.162824,0.012064,1.597343,Swarm20,Swarm20-4-20260809-23:47:27-406518,16,Swarm20-4-20260809-23:47:27-406518|phase2|16,4,4,4,sha3,20,,,,2.232647,0.333195,0.009179,0.013858,0.117333,0.001984,0.008848,0.013829,0.098285,0.003437,104,85,43,1085,1,0
547,1,3.305117,1.515203,1.789914,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[17]; config=Swarm20,1.352819,0.047124,0.255589,0.075611,0.221647,1.099043,0.187394,0.075611,0.172394,0.162461,0.011162,1.568267,Swarm20,Swarm20-4-20260809-23:47:27-406518,17,Swarm20-4-20260809-23:47:27-406518|phase2|17,4,4,4,sha3,20,,,,2.207965,0.187394,0.007155,0.01014,0.099048,0.001723,0.006983,0.009899,0.096902,0.002715,104,85,43,1085,1,0
548,1,3.376524,1.565795,1.810729,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[18]; config=Swarm20,1.399613,0.049478,0.241083,0.076984,0.247396,1.131077,0.19047,0.076984,0.174397,0.179765,0.012214,1.563333,Swarm20,Swarm20-4-20260809-23:47:27-406518,18,Swarm20-4-20260809-23:47:27-406518|phase2|18,4,4,4,sha3,20,,,,2.231577,0.19047,0.007686,0.011233,0.110681,0.002164,0.007144,0.010671,0.097746,0.003898,104,85,43,1085,1,0
549,1,3.302552,1.531576,1.770976,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[19]; config=Swarm20,1.365835,0.048336,0.245357,0.076673,0.214813,1.093361,0.202694,0.076673,0.181182,0.171172,0.012395,1.556163,Swarm20,Swarm20-4-20260809-23:47:27-406518,19,Swarm20-4-20260809-23:47:27-406518|phase2|19,4,4,4,sha3,20,,,,2.187504,0.202694,0.007425,0.011212,0.101172,0.002134,0.007324,0.01029,0.097335,0.003628,104,85,43,1085,1,0
550,1,3.387621,1.575604,1.812017,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Swarm20,1.396877,0.062756,0.261094,0.08007,0.223096,1.121107,0.196041,0.08007,0.197204,0.174501,0.018587,1.58892,Swarm20,Swarm20-5-20260809-23:47:28-406518,0,Swarm20-5-20260809-23:47:28-406518|phase2|0,5,5,5,sha3,20,,,,2.247611,0.196041,0.008437,0.011863,0.115661,0.004048,0.007866,0.014069,0.119388,0.009078,104,85,43,1085,1,0
551,1,3.366174,1.589831,1.776343,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Swarm20,1.413431,0.048828,0.249824,0.077604,0.216071,1.144203,0.196031,0.077604,0.244268,0.193984,0.021192,1.560272,Swarm20,Swarm20-5-20260809-23:47:28-406518,1,Swarm20-5-20260809-23:47:28-406518|phase2|1,5,5,5,sha3,20,,,,2.220151,0.196031,0.007595,0.011523,0.103888,0.003287,0.007375,0.010281,0.098557,0.005782,104,85,43,1085,1,0
552,1,3.33916,1.54347,1.79569,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Swarm20,1.375124,0.048186,0.272724,0.078016,0.237217,1.103672,0.195871,0.078016,0.175771,0.207171,0.012314,1.558473,Swarm20,Swarm20-5-20260809-23:47:28-406518,2,Swarm20-5-20260809-23:47:28-406518|phase2|2,5,5,5,sha3,20,,,,2.275585,0.195871,0.007706,0.010751,0.106422,0.002004,0.007184,0.010371,0.097845,0.003928,104,85,43,1085,1,0
553,1,3.321697,1.535083,1.786614,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Swarm20,1.370855,0.047334,0.257956,0.076142,0.225235,1.113963,0.189718,0.076142,0.173506,0.170925,0.011944,1.561379,Swarm20,Swarm20-5-20260809-23:47:28-406518,3,Swarm20-5-20260809-23:47:28-406518|phase2|3,5,5,5,sha3,20,,,,2.215495,0.189718,0.007345,0.01018,0.100099,0.001863,0.007204,0.01001,0.097846,0.002746,104,85,43,1085,1,0
554,1,3.299256,1.522349,1.776907,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Swarm20,1.358621,0.052314,0.257989,0.076042,0.226385,1.102029,0.19059,0.076042,0.173596,0.173125,0.011644,1.550522,Swarm20,Swarm20-5-20260809-23:47:28-406518,4,Swarm20-5-20260809-23:47:28-406518|phase2|4,5,5,5,sha3,20,,,,2.208022,0.19059,0.007295,0.01013,0.099028,0.001784,0.007264,0.009869,0.102865,0.002555,104,85,43,1085,1,0
555,1,3.368694,1.556936,1.811758,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=Swarm20,1.389782,0.046973,0.247633,0.077224,0.245517,1.123291,0.198937,0.077224,0.174127,0.166781,0.012706,1.566242,Swarm20,Swarm20-5-20260809-23:47:28-406518,5,Swarm20-5-20260809-23:47:28-406518|phase2|5,5,5,5,sha3,20,,,,2.226172,0.198937,0.007405,0.010851,0.101011,0.002184,0.007044,0.01004,0.097794,0.003246,104,85,43,1085,1,0
556,1,3.680621,1.903838,1.776783,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=Swarm20,1.733719,0.051001,0.253174,0.078727,0.229036,1.455364,0.201933,0.078727,0.187515,0.185965,0.012665,1.547746,Swarm20,Swarm20-5-20260809-23:47:28-406518,6,Swarm20-5-20260809-23:47:28-406518|phase2|6,5,5,5,sha3,20,,,,2.215921,0.201933,0.007756,0.012173,0.108236,0.002384,0.007466,0.010541,0.097846,0.007225,104,85,43,1085,1,0
557,1,3.292433,1.515856,1.776577,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=Swarm20,1.352679,0.046963,0.260606,0.075762,0.22059,1.090506,0.192584,0.075762,0.172054,0.169699,0.011653,1.555987,Swarm20,Swarm20-5-20260809-23:47:28-406518,7,Swarm20-5-20260809-23:47:28-406518|phase2|7,5,5,5,sha3,20,,,,2.206882,0.192584,0.007204,0.01028,0.098878,0.001753,0.007005,0.00985,0.097063,0.003337,104,85,43,1085,1,0
558,1,3.290558,1.511976,1.778582,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=Swarm20,1.350735,0.047455,0.251428,0.074949,0.226367,1.091708,0.194047,0.074949,0.170971,0.170311,0.011343,1.552214,Swarm20,Swarm20-5-20260809-23:47:28-406518,8,Swarm20-5-20260809-23:47:28-406518|phase2|8,5,5,5,sha3,20,,,,2.200321,0.194047,0.007134,0.00984,0.098417,0.001843,0.006974,0.009869,0.097214,0.002815,104,85,43,1085,1,0
559,1,3.337764,1.504644,1.83312,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=Swarm20,1.34297,0.046112,0.250337,0.075331,0.246742,1.093652,0.185591,0.075331,0.176633,0.180907,0.011012,1.586378,Swarm20,Swarm20-5-20260809-23:47:28-406518,9,Swarm20-5-20260809-23:47:28-406518|phase2|9,5,5,5,sha3,20,,,,2.264364,0.185591,0.007173,0.00995,0.098376,0.001753,0.006924,0.009899,0.102315,0.002545,104,85,43,1085,1,0
560,1,3.357888,1.522208,1.83568,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[10]; config=Swarm20,1.360494,0.046713,0.248182,0.075391,0.222789,1.102199,0.193636,0.075391,0.171643,0.172309,0.010932,1.612891,Swarm20,Swarm20-5-20260809-23:47:28-406518,10,Swarm20-5-20260809-23:47:28-406518|phase2|10,5,5,5,sha3,20,,,,2.25617,0.193636,0.007104,0.01013,0.098556,0.001864,0.006914,0.009931,0.096843,0.002384,104,85,43,1085,1,0
561,1,3.301205,1.517347,1.783858,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[11]; config=Swarm20,1.355876,0.045881,0.248955,0.07532,0.223291,1.094073,0.197273,0.07532,0.170871,0.179479,0.010831,1.560567,Swarm20,Swarm20-5-20260809-23:47:28-406518,11,Swarm20-5-20260809-23:47:28-406518|phase2|11,5,5,5,sha3,20,,,,2.212293,0.197273,0.007155,0.01009,0.098607,0.001743,0.006904,0.009719,0.096954,0.002776,104,85,43,1085,1,0
562,1,3.353286,1.573157,1.780129,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[12]; config=Swarm20,1.392067,0.048657,0.270103,0.084488,0.226911,1.103482,0.22041,0.084488,0.174689,0.19501,0.012114,1.553218,Swarm20,Swarm20-5-20260809-23:47:28-406518,12,Swarm20-5-20260809-23:47:28-406518|phase2|12,5,5,5,sha3,20,,,,2.245242,0.22041,0.007556,0.011653,0.109228,0.002054,0.007244,0.01037,0.097875,0.003597,104,85,43,1085,1,0
563,1,3.319817,1.537597,1.78222,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[13]; config=Swarm20,1.375885,0.046854,0.240427,0.07517,0.226181,1.121407,0.188917,0.07517,0.171642,0.162613,0.011372,1.556039,Swarm20,Swarm20-5-20260809-23:47:28-406518,13,Swarm20-5-20260809-23:47:28-406518|phase2|13,5,5,5,sha3,20,,,,2.18526,0.188917,0.007284,0.00994,0.098547,0.001774,0.006934,0.010401,0.096793,0.002715,104,85,43,1085,1,0
564,1,3.320774,1.519803,1.800971,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[14]; config=Swarm20,1.356888,0.047274,0.246992,0.075791,0.232647,1.099253,0.193206,0.075791,0.171873,0.185385,0.011333,1.568324,Swarm20,Swarm20-5-20260809-23:47:28-406518,14,Swarm20-5-20260809-23:47:28-406518|phase2|14,5,5,5,sha3,20,,,,2.233348,0.193206,0.007094,0.01002,0.098798,0.001753,0.006944,0.010222,0.096993,0.002666,104,85,43,1085,1,0
565,1,3.539712,1.713658,1.826054,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[15]; config=Swarm20,1.548199,0.048416,0.267782,0.076562,0.230753,1.271437,0.208526,0.076562,0.174818,0.170946,0.012335,1.595301,Swarm20,Swarm20-5-20260809-23:47:28-406518,15,Swarm20-5-20260809-23:47:28-406518|phase2|15,5,5,5,sha3,20,,,,2.264782,0.208526,0.007385,0.011122,0.101713,0.002104,0.007094,0.010312,0.097353,0.004349,104,85,43,1085,1,0
566,1,3.432455,1.61851,1.813945,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[16]; config=Swarm20,1.453711,0.057875,0.256441,0.076703,0.238346,1.191377,0.194408,0.076703,0.173276,0.163153,0.011393,1.5756,Swarm20,Swarm20-5-20260809-23:47:28-406518,16,Swarm20-5-20260809-23:47:28-406518|phase2|16,5,5,5,sha3,20,,,,2.23354,0.194408,0.007405,0.010751,0.10015,0.001784,0.007466,0.010031,0.106382,0.003417,104,85,43,1085,1,0
567,1,3.305032,1.529311,1.775721,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[17]; config=Swarm20,1.366466,0.046984,0.238998,0.075731,0.21757,1.111779,0.189097,0.075731,0.172394,0.173907,0.011383,1.558151,Swarm20,Swarm20-5-20260809-23:47:28-406518,17,Swarm20-5-20260809-23:47:28-406518|phase2|17,5,5,5,sha3,20,,,,2.188625,0.189097,0.007094,0.01005,0.098958,0.001734,0.006894,0.009911,0.097204,0.002705,104,85,43,1085,1,0
568,1,3.307506,1.534922,1.772584,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[18]; config=Swarm20,1.372057,0.047565,0.239812,0.075631,0.224691,1.106007,0.194538,0.075631,0.171863,0.181384,0.011603,1.547893,Swarm20,Swarm20-5-20260809-23:47:28-406518,18,Swarm20-5-20260809-23:47:28-406518|phase2|18,5,5,5,sha3,20,,,,2.193781,0.194538,0.007275,0.0103,0.099719,0.001864,0.007044,0.0099,0.097084,0.003006,104,85,43,1085,1,0
569,1,3.343431,1.516666,1.826765,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[19]; config=Swarm20,1.355044,0.046272,0.242325,0.07522,0.259401,1.100967,0.1859,0.07522,0.170901,0.170322,0.011182,1.567364,Swarm20,Swarm20-5-20260809-23:47:28-406518,19,Swarm20-5-20260809-23:47:28-406518|phase2|19,5,5,5,sha3,20,,,,2.239412,0.1859,0.007125,0.01001,0.098367,0.001803,0.006934,0.009769,0.096914,0.002645,104,85,43,1085,1,0
570,1,3.320407,1.543781,1.776626,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[0]; config=Swarm20,1.369232,0.049669,0.26441,0.080491,0.223135,1.096607,0.191923,0.080491,0.18547,0.177273,0.013567,1.553491,Swarm20,Swarm20-6-20260809-23:47:28-406518,0,Swarm20-6-20260809-23:47:28-406518|phase2|0,6,6,6,sha3,20,,,,2.218308,0.191923,0.007905,0.011293,0.11507,0.002555,0.007526,0.010852,0.097765,0.008587,104,85,43,1085,1,0
571,1,3.378732,1.61245,1.766282,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[1]; config=Swarm20,1.446096,0.048036,0.25292,0.076884,0.215689,1.178662,0.197614,0.076884,0.175741,0.170232,0.012586,1.550594,Swarm20,Swarm20-6-20260809-23:47:28-406518,1,Swarm20-6-20260809-23:47:28-406518|phase2|1,6,6,6,sha3,20,,,,2.189434,0.197614,0.007345,0.011122,0.101513,0.002014,0.007185,0.010451,0.097704,0.003908,104,85,43,1085,1,0
572,1,3.346553,1.551826,1.794727,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[2]; config=Swarm20,1.386777,0.048016,0.240571,0.076372,0.244981,1.117359,0.2003,0.076372,0.173326,0.167644,0.012305,1.549745,Swarm20,Swarm20-6-20260809-23:47:28-406518,2,Swarm20-6-20260809-23:47:28-406518|phase2|2,6,6,6,sha3,20,,,,2.202941,0.2003,0.007264,0.010601,0.101052,0.002094,0.007054,0.010511,0.097294,0.003698,104,85,43,1085,1,0
573,1,3.350264,1.543779,1.806485,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[3]; config=Swarm20,1.3683,0.046061,0.240784,0.081923,0.215573,1.111117,0.191733,0.081923,0.172785,0.171575,0.011633,1.590912,Swarm20,Swarm20-6-20260809-23:47:28-406518,3,Swarm20-6-20260809-23:47:28-406518|phase2|3,6,6,6,sha3,20,,,,2.218844,0.191733,0.007174,0.010531,0.104799,0.001813,0.007064,0.009739,0.097484,0.002896,104,85,43,1085,1,0
574,1,3.306901,1.516485,1.790416,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[4]; config=Swarm20,1.351697,0.046393,0.240532,0.0752,0.222157,1.093281,0.193366,0.0752,0.191593,0.161486,0.014388,1.568258,Swarm20,Swarm20-6-20260809-23:47:28-406518,4,Swarm20-6-20260809-23:47:28-406518|phase2|4,6,6,6,sha3,20,,,,2.192433,0.193366,0.007043,0.010101,0.098386,0.002234,0.006995,0.017466,0.101833,0.003557,104,85,43,1085,1,0
575,1,3.318002,1.535034,1.782968,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[5]; config=Swarm20,1.368681,0.047174,0.242327,0.076844,0.221321,1.096358,0.197384,0.076844,0.174488,0.196925,0.012665,1.561648,Swarm20,Swarm20-6-20260809-23:47:28-406518,5,Swarm20-6-20260809-23:47:28-406518|phase2|5,6,6,6,sha3,20,,,,2.222221,0.197384,0.007415,0.010842,0.102234,0.002054,0.007043,0.010061,0.097705,0.003948,104,85,43,1085,1,0
576,1,3.513578,1.736784,1.776794,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[6]; config=Swarm20,1.496064,0.05001,0.259498,0.112404,0.225213,1.219123,0.209738,0.112404,0.275079,0.165065,0.015912,1.55158,Swarm20,Swarm20-6-20260809-23:47:28-406518,6,Swarm20-6-20260809-23:47:28-406518|phase2|6,6,6,6,sha3,20,,,,2.201357,0.209738,0.011242,0.015151,0.127074,0.002405,0.010811,0.014689,0.121763,0.004159,104,85,43,1085,1,0
577,1,3.394516,1.611775,1.782741,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[7]; config=Swarm20,1.444682,0.047996,0.254064,0.077595,0.232858,1.148711,0.209088,0.077595,0.184939,0.163509,0.011903,1.549883,Swarm20,Swarm20-6-20260809-23:47:28-406518,7,Swarm20-6-20260809-23:47:28-406518|phase2|7,6,6,6,sha3,20,,,,2.200315,0.209088,0.007335,0.011364,0.104277,0.001934,0.007084,0.01034,0.097755,0.004068,104,85,43,1085,1,0
578,1,3.35426,1.528159,1.826101,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[8]; config=Swarm20,1.365414,0.047695,0.281975,0.075651,0.242685,1.106398,0.191722,0.075651,0.182765,0.174948,0.011443,1.583417,Swarm20,Swarm20-6-20260809-23:47:28-406518,8,Swarm20-6-20260809-23:47:28-406518|phase2|8,6,6,6,sha3,20,,,,2.283024,0.191722,0.007174,0.01016,0.099329,0.001783,0.007084,0.01033,0.096953,0.003106,104,85,43,1085,1,0
579,1,3.296962,1.511264,1.785698,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[9]; config=Swarm20,1.349142,0.046172,0.25935,0.07543,0.218786,1.094303,0.189819,0.07543,0.171151,0.167876,0.011262,1.566912,Swarm20,Swarm20-6-20260809-23:47:28-406518,9,Swarm20-6-20260809-23:47:28-406518|phase2|9,6,6,6,sha3,20,,,,2.212924,0.189819,0.007014,0.01003,0.098757,0.001754,0.006884,0.009829,0.096943,0.002685,104,85,43,1085,1,0
580,1,3.348509,1.531674,1.816835,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[10]; config=Swarm20,1.36868,0.047655,0.243712,0.075811,0.227883,1.094334,0.209448,0.075811,0.172624,0.197461,0.011372,1.588951,Swarm20,Swarm20-6-20260809-23:47:28-406518,10,Swarm20-6-20260809-23:47:28-406518|phase2|10,6,6,6,sha3,20,,,,2.258007,0.209448,0.007024,0.010221,0.099849,0.001814,0.007024,0.01023,0.097275,0.003387,104,85,43,1085,1,0
581,1,3.287078,1.515874,1.771204,1317,sha3,OMNeT++; module=UavAuthNetwork.uav[11]; config=Swarm20,1.354192,0.046062,0.251913,0.07523,0.217919,1.097139,0.193105,0.07523,0.176733,0.167605,0.011222,1.553286,Swarm20,Swarm20-6-20260809-23:47:28-406518,11,Swarm20-6-20260809-23:47:28-406518|phase2|11,6,6,6,sha3,20,,,,2.190722,0.193105,0.007155,0.009891,0.098516,0.001874,0.006903,0.00991,0.102124,0.002625,104,85,43,1085,1,0
